sdss_name,ra,dec,l,b,M_i,z,fwhm_CIV,fwhm_CIII,fwhm_MGII
141055.11+303607.2,212.7296634,30.60201479,48.94452525,72.28030121,-22.70721778,0.723395109,-1,-1,-1
124521.53-013922.3,191.3397185,-1.656197685,299.7795496,61.17833584,-25.41212738,2.668186665,2921.455121,9476.443439,-1
080528.83+143915.5,121.3701365,14.65431414,207.6324289,22.87491464,-25.80390087,2.331659794,3482.048111,-1,8227.573852
161035.80+264629.9,242.6491837,26.77498759,44.38324987,45.92112363,-23.95806743,0.831139624,-1,-1,-1
154014.20+004552.5,235.0591922,0.764598915,7.049125338,41.70813409,-24.97931848,0.908788741,-1,-1,-1
074803.96+370521.8,117.0165351,37.08940248,182.8657773,26.65539153,-23.72820882,0.824761689,-1,-1,-1
141310.32-005128.8,213.293019,-0.858021244,341.3230331,55.79854372,-25.0369489,0.835467339,-1,-1,-1
221655.66+035318.5,334.2319203,3.888476248,66.65673688,-41.51023418,-26.68537858,2.422693253,4270.010231,5491.056688,-1
232631.75-015343.1,351.6322968,-1.89532443,80.46573803,-57.58968615,-22.84593319,0.732523084,-1,-1,-1
103750.16+403040.4,159.4590051,40.51123691,178.3324529,59.43955326,-25.75275953,3.409880877,2659.705788,2730.548116,-1
234309.65+001325.7,355.7902087,0.223819364,89.18671396,-58.10273171,-26.01503989,2.824175835,4149.115573,4582.633078,-1
093222.41+042814.5,143.0933974,4.470721428,229.3494331,37.49171077,-26.20494532,2.583629131,4644.796501,10139.21873,-1
010040.78+010932.8,15.16992656,1.159134224,127.7971443,-61.62527994,-24.1813273,2.326223373,3970.909706,9770.842665,3195.803494
123234.33+342036.4,188.1430602,34.34346194,151.0835462,81.72677491,-25.60353781,1.855913639,5208.056319,6858.704362,5157.232808
021316.92+055621.3,33.32052255,5.939256973,156.852955,-51.46064493,-25.15960193,2.456288576,5777.181456,3408.45372,-1
151810.85+191859.6,229.5452262,19.31656523,27.79506954,55.52355805,-25.25886837,1.941029072,-1,7408.9346,5805.63035
094123.21+360659.7,145.3467278,36.11660161,188.0895058,48.97017252,-25.75236311,2.587939978,5453.615708,5103.63536,-1
115332.18+394016.9,178.3840881,39.67137081,163.0527785,72.62799086,-24.21668759,2.279361248,3702.806565,14340.13983,2520.007948
141636.02+050811.3,214.1500929,5.136490309,349.4074549,60.08205462,-25.11570354,2.69430232,3624.339219,2309.859512,-1
100215.35+045913.2,150.5639823,4.987013847,234.0283566,44.06360612,-23.70350873,1.721616387,5339.774535,3517.266519,2874.868051
165457.67+181840.7,253.7403134,18.3113309,37.68485719,33.6710161,-24.82265943,2.156259537,4735.653364,4763.936952,-1
014910.91+031725.2,27.2954686,3.290348788,149.7681224,-56.54258823,-22.95783682,0.77898562,-1,-1,-1
122050.95-011116.8,185.2123205,-1.188000616,287.1356752,60.74217812,-25.82092944,2.359367609,2070.674992,8709.717715,2373.7587
123712.93+355633.5,189.3039026,35.94266281,140.9956083,80.68129919,-22.70048749,0.768920839,-1,-1,-1
132105.77+034544.8,200.2740488,3.762460116,321.0825617,65.5836678,-27.34875193,2.66324091,6431.599823,8695.723818,-1
132828.89+025529.8,202.1204096,2.924953154,324.6238733,64.22534816,-25.6455138,2.35084343,5422.081064,10898.69794,5066.662134
163541.63+271455.1,248.9234893,27.24866129,46.73210541,40.5783635,-24.72245122,1.122569203,-1,6006.07095,3054.145563
161233.11+082244.3,243.1379816,8.378981659,21.15868634,38.98579285,-25.2136717,1.61286068,3964.791109,6307.243192,4982.801248
152704.80+235300.5,231.7700409,23.88347357,36.50927777,54.86930202,-24.64962737,2.299055815,6555.191268,5334.881707,-1
163211.42+253409.7,248.0476211,25.56937206,44.32947679,40.92906478,-25.35616512,2.259102345,5160.493064,9453.53912,5847.177832
102208.22-023442.1,155.5342718,-2.578383538,246.5207069,43.35330612,-24.23491283,1.919871688,4047.742863,8632.242727,-1
013805.44+090654.8,24.52268779,9.115244912,141.8644433,-52.03326087,-27.04021236,2.751776457,6379.670214,6426.955451,-1
015354.96+055628.1,28.47900486,5.941151952,149.7864672,-53.64119531,-24.19168624,1.045293093,-1,-1,2866.178958
133747.81+053110.5,204.4492335,5.51959859,332.0499836,65.73565848,-24.87286339,2.666525841,3054.377894,2513.51426,-1
014401.01+070511.4,26.00421335,7.086520964,145.2250097,-53.4940331,-21.89045194,0.405591041,-1,-1,-1
143148.69+043310.2,217.9528899,4.55285852,354.0421223,57.10222842,-26.58970785,2.582148552,3365.385399,5263.623611,-1
002337.55+003127.4,5.906465607,0.52428907,108.2117549,-61.55003202,-27.48463571,2.404317379,5913.753528,7542.716936,5157.865507
140730.63+055940.5,211.8776356,5.994597754,346.9156861,62.18119779,-26.8439403,2.631975889,6085.450624,7950.668804,-1
122456.71+430710.6,186.2363331,43.11962244,139.7965713,73.13041269,-23.34096594,1.357947588,-1,3620.496711,2536.549581
101600.25-031114.4,154.0010453,-3.187360587,245.7515643,41.80573164,-24.10205429,0.752254426,-1,-1,-1
104002.90+380845.9,160.0121189,38.14609001,182.7137676,60.41954611,-25.65357359,2.226819277,4773.58962,6334.452824,4950.883648
014938.38+115158.4,27.4099296,11.8662386,144.7245244,-48.52732862,-27.60146168,3.368280411,4072.455123,5495.123907,-1
153040.12+222906.7,232.6671844,22.48522021,34.55051045,53.71664588,-24.15718986,2.324655294,4081.737026,4196.131609,-1
104330.13+000628.7,160.8755588,0.107984168,248.9496724,49.09033975,-24.35292664,2.205847979,5311.632949,6106.880083,3156.380549
140434.41+332501.6,211.143391,33.41712504,59.1151088,73.03398597,-24.96983513,2.80219841,7497.467737,-1,-1
075848.59+322214.2,119.7024625,32.37063574,188.6371757,27.51184515,-28.03052693,2.255204439,4950.752487,4783.148516,5196.694477
100947.26+064416.2,152.4469229,6.737856194,233.4051014,46.58982058,-25.49940169,2.600974321,6937.101664,6283.039195,-1
221031.39+011934.1,332.6308326,1.326145281,62.65562191,-41.97043069,-25.47086468,2.644102097,2589.451265,5125.738937,-1
161113.64+334057.0,242.8068445,33.68251984,54.31612657,46.83953813,-26.46941883,2.604649544,7064.791071,7175.357985,-1
224309.30-014557.7,340.7887674,-1.766040151,66.99240083,-50.16250835,-27.05323378,2.761398315,4218.879275,5955.561017,-1
010415.76+042146.8,16.06568013,4.36302614,129.0339281,-58.3566935,-25.33214067,1.593895316,3659.548692,5628.263081,2483.672039
230839.77+023424.7,347.1657159,2.573550583,79.05504284,-51.32530031,-24.09099031,0.883011401,-1,-1,-1
115536.35+375331.8,178.9014587,37.89219078,166.8928701,74.08436433,-25.88170823,2.323776245,3960.528283,5814.22693,3140.640445
150009.40+302331.1,225.0392052,30.39198036,47.26192302,61.69630869,-24.05837998,2.018556833,4129.01224,10976.18806,-1
161602.01+195014.0,244.008413,19.83724905,35.50749131,42.83560681,-22.96715045,0.482335925,-1,-1,-1
023556.05+001354.1,38.9835824,0.231716888,169.7654238,-52.86529454,-22.1588637,0.887575865,-1,-1,-1
125547.49+035612.9,193.9479053,3.936936311,305.6875763,66.78538653,-24.716071,2.542384863,3520.468551,6556.545662,-1
211514.26+053929.0,318.8094221,5.658071872,56.66242942,-28.35875635,-23.79044126,0.754347205,-1,-1,-1
125052.78+062444.8,192.7199537,6.412465759,302.5399638,69.2837886,-27.41671911,3.592868328,5362.953823,9575.400668,-1
111340.34+372554.8,168.4181041,37.43189807,180.1847456,67.00532519,-26.81209441,2.890517473,2255.286303,2454.74562,-1
121558.25+014402.0,183.9927467,1.733910302,282.9365356,63.22045666,-25.85731241,2.279959679,3719.552453,6426.439676,-1
122550.67+395506.3,186.4611403,39.91842557,143.8544807,76.15236374,-25.31541038,2.035630226,7674.784662,11177.78565,-1
120538.44+012309.5,181.4101676,1.385981556,277.9159605,62.01273033,-27.62093402,2.504051685,5055.863534,5432.930204,-1
225805.77+024738.1,344.5240795,2.79394402,76.07246428,-49.48145952,-27.93215536,2.273524761,-1,7120.990048,5706.00627
080154.19+481256.5,120.4758327,48.21571853,170.9396147,31.29752996,-25.97644935,2.13771987,4330.739929,5856.419934,3930.303252
151158.23+251032.7,227.992663,25.17575437,37.44522309,58.50443006,-25.4707266,2.365346909,5223.896211,7106.90903,6946.209373
151839.11+065243.6,229.6629891,6.878793412,9.653213069,49.6489773,-25.97827373,2.369102716,4745.285279,5031.26524,2937.897215
095353.16+384359.4,148.4715209,38.73316899,183.915656,51.39190401,-27.32922309,2.27533412,-1,-1,6950.144467
083431.23+181646.5,128.6301356,18.27959896,206.8636501,30.69283145,-24.91606887,2.258511066,3605.607119,-1,-1
155225.48+241009.1,238.1061901,24.16920574,39.22898022,49.3205371,-24.75357238,1.716187,4229.812643,5307.513015,6704.092512
134215.25+321259.0,205.5635629,32.21641086,60.74053314,77.85708506,-25.6449385,2.840690613,4221.869703,5073.244379,-1
072820.78+422928.1,112.0866099,42.49115621,175.9930126,24.40832987,-26.10585497,3.15487957,3145.235693,2326.975037,-1
151027.71+052743.2,227.6154943,5.462011124,6.007136222,50.46949844,-27.29791377,2.943958759,2600.220659,2406.085032,-1
225328.01+000146.2,343.3667341,0.029518112,71.8395564,-50.75308046,-25.17740344,2.270971775,3777.564107,4897.116734,2659.329457
215211.51+023006.5,328.0479943,2.501815917,60.14275854,-37.65300091,-24.33944434,1.225355148,-1,5550.416619,3396.980251
153238.56+251638.4,233.1607077,25.277348,39.32807748,53.94661413,-22.2595778,0.841359258,-1,-1,-1
072152.30+390554.7,110.4679284,39.09855171,179.1592769,22.27284724,-24.8080767,2.27135396,2194.988303,2771.898186,2591.169802
015229.88+103435.1,28.12453802,10.57642834,146.4125606,-49.49123563,-24.90689296,1.622836351,5033.933845,5943.894087,3315.666996
151839.81+191009.0,229.6658888,19.16918076,27.62036058,55.36582283,-24.24387013,2.32139039,3108.415771,18816.22165,-1
083951.60+031619.1,129.9650302,3.271975788,222.9269338,25.52284072,-23.93687321,1.148402452,-1,-1,6125.322996
125535.06-000143.9,193.8961059,-0.028879666,305.2021374,62.82458885,-25.67746982,3.047106981,-1,4492.841097,-1
104028.44+415857.9,160.1185213,41.98275746,175.2773878,59.48234573,-25.59436125,2.579410315,6988.609725,7218.053026,-1
083805.01+295934.0,129.5208782,29.99279334,193.8539362,35.01682997,-26.55563773,2.374488115,3111.244971,3751.118647,3193.658255
131628.22+045432.5,199.1176125,4.909032132,319.0659803,66.99337746,-25.10407527,2.198408604,9682.084151,5020.769063,4485.728912
161126.28+075908.0,242.8595124,7.985567465,20.54451167,39.04071587,-26.48444828,2.479435205,4281.25028,6231.385026,-1
020043.40+024034.9,30.18084049,2.676378965,154.9082172,-55.83341265,-22.20961081,0.574665546,-1,-1,-1
023943.78-030739.9,39.93243752,-3.127770147,174.7910521,-54.70314028,-25.14701732,3.271016121,4367.286435,16000.30904,-1
222153.66+030222.5,335.473613,3.039603186,66.93320471,-42.99847559,-26.92497609,3.213332891,2773.728237,2946.423584,-1
013318.16+004933.0,23.32570301,0.825856906,144.4291288,-60.28680512,-25.06903369,2.128730297,4793.483957,7617.421924,4423.021573
004129.30+041319.4,10.37212148,4.222071656,118.1725449,-58.55770315,-27.62386404,2.24437356,5887.789522,6476.504317,4267.075549
234256.71+004632.2,355.7362932,0.77563828,89.60835276,-57.59571127,-25.28280805,2.36455512,2772.213455,16149.29374,2334.189235
153322.45+151129.2,233.3435591,15.19145683,23.73194647,50.60120126,-24.51216751,2.154890776,5654.54426,5280.826782,4803.1092
140518.55+341854.3,211.3272927,34.31509913,61.84350082,72.60910399,-27.35066127,2.903300524,4857.581701,5244.802377,-1
220339.36+004528.8,330.914025,0.758025872,60.63177632,-40.98536504,-26.38158423,2.252080441,5581.552154,7602.061039,5080.204472
142249.54+335802.4,215.7064443,33.96733837,57.72590787,69.22421365,-26.59075667,3.684668541,7289.152527,2905.909641,-1
001738.55-011838.7,4.410642988,-1.31075012,104.0945431,-62.93988146,-25.35724028,3.225902081,-1,-1,-1
011115.09+014003.2,17.81291176,1.66756666,133.1256968,-60.81142194,-22.23725117,0.736958921,-1,-1,-1
075316.49+303146.0,118.3187274,30.52946246,190.224788,25.84720514,-27.40195177,2.751185656,4689.101091,6337.666714,-1
092955.56+024226.5,142.4815402,2.707380543,230.826194,36.0484171,-27.67335766,3.832161665,7172.790291,9518.022325,-1
095842.24+074423.1,149.6760035,7.739771822,230.1082396,44.78482899,-26.84023944,2.796328783,5722.6218,-1,-1
162506.30+313334.6,246.2762728,31.5596115,51.8301768,43.67977023,-25.19483241,2.284032345,2879.24149,9601.340616,2259.166141
215001.65+073025.7,327.506878,7.507153327,64.53410286,-34.09015811,-26.71123238,2.420718908,6374.486053,11416.44364,-1
140337.00+055146.3,210.904192,5.862869252,345.0859683,62.66856891,-24.32838036,2.374303102,6386.065831,9995.190347,4650.612018
130319.94-000521.3,195.8331065,-0.089273578,309.4115513,62.63273401,-26.9303107,2.66414094,4926.087375,3728.013586,-1
102227.59+045001.9,155.6149653,4.833882422,238.3587657,48.1065923,-25.82069288,2.899057388,3932.457133,7079.17053,-1
081219.65+125004.8,123.0819015,12.83468237,210.1772633,23.65593809,-24.95613366,2.27955699,8276.773895,4211.529824,2984.564134
101615.94+384827.0,154.0664562,38.80752354,183.024893,55.72190521,-25.54991548,2.090504885,5602.991712,10979.78476,3527.986237
075214.15+433452.3,118.0589755,43.58121961,175.9234395,28.90615552,-26.50224926,2.174052238,4401.029587,5201.537746,3112.591884
143140.16+292323.6,217.9173534,29.38991298,44.69673025,67.85552395,-25.28609664,2.440646648,3136.639842,5196.911648,-1
132801.89+360814.8,202.0079045,36.13745508,84.40641002,78.10318203,-26.04226703,3.070305347,4098.445152,4403.681063,-1
004627.55+011930.1,11.6148042,1.325029959,120.3216123,-61.52148149,-27.16008959,2.15929389,-1,-1,7298.58676
153505.27+020452.8,233.7719899,2.081348913,7.440949811,43.52651519,-27.26104129,2.931461334,5465.363984,6989.555682,-1
125650.35+041323.9,194.2098084,4.223310991,306.3885797,67.05880014,-27.17340552,3.131915808,7237.864772,4697.092034,-1
114410.06+321506.9,176.0419329,32.25194012,189.5487922,74.53922429,-27.03871689,2.283636093,5057.603653,6593.477387,4344.365751
135948.58+033640.2,209.9524436,3.611188693,340.6769557,61.36707698,-26.20130468,3.147491455,-1,8261.277762,-1
150235.65+015321.4,225.648567,1.889304971,359.7619377,49.71277084,-24.13946711,1.72126174,5628.592324,6601.921991,-1
085831.47+044459.9,134.6311463,4.749977051,223.9894954,30.31541438,-24.12783456,1.617809176,5269.289935,3589.622698,5681.556396
085400.51+035241.0,133.5021301,3.87806792,224.2420586,28.9084829,-25.09425395,2.419216633,6326.403897,5356.234051,-1
152851.06+281732.3,232.2127753,28.29232121,44.21105179,55.29524494,-24.69273613,2.264663458,2442.221622,17414.044,2176.7956
00335.541-010112.4,8.273087518,-1.020128966,112.6014336,-63.52330947,-25.73607108,3.017236948,4543.094324,9806.16981,-1
154242.62+264543.4,235.6776108,26.76207599,42.48251066,52.0190559,-27.02382175,3.522616386,-1,8215.302057,-1
212507.49+051014.2,321.2812121,5.170613987,57.84605803,-30.64611024,-24.37169014,2.33733654,5309.17722,11318.92638,3309.992554
115015.25-003604.3,177.5635603,-0.601204592,272.5055731,58.60865773,-25.51783165,2.231021881,7044.221703,6857.526419,3048.155379
151614.41+073357.7,229.060046,7.566052185,10.01051753,50.53077571,-25.98082988,2.980368137,5501.898626,4520.920398,-1
123212.63+335540.9,188.0526548,33.92803615,153.0762029,82.04154187,-27.21272572,2.484539986,5679.758441,5566.423274,-1
113141.07+422705.3,172.9211602,42.45149055,164.4284853,67.68182309,-26.52694945,2.707606554,2355.979078,-1,-1
163633.01+105805.9,249.1375458,10.96832751,27.39288584,34.87730236,-23.80353129,0.826910436,-1,-1,-1
075932.20+281740.0,119.884178,28.29444631,193.060467,26.46040809,-25.45625754,2.157828093,4451.371966,6072.176634,5186.958364
114308.87+345222.2,175.7869986,34.8728577,180.8061542,73.47650196,-29.89344271,3.155376673,4553.650716,4466.88509,-1
004211.30+024842.1,10.5471157,2.811718921,118.3122215,-59.97703697,-25.64634812,2.465396404,3282.759115,5464.905047,-1
115041.22+332647.6,177.6717551,33.44658001,183.4986237,75.46363749,-26.80050376,2.490230083,4923.598278,5252.622311,-1
120441.36+070256.2,181.1723484,7.048950508,271.8833256,67.05902151,-26.58387718,2.24550271,3943.05332,4016.405235,4497.177731
080203.31+305500.3,120.5138007,30.91676921,190.4315488,27.76463382,-27.06298201,2.811995268,6482.929069,9338.180946,-1
083547.90+053320.3,128.949617,5.55565425,220.1638943,25.70320322,-27.2755338,2.559611321,6843.503499,8609.637839,-1
023600.98-011246.7,39.00412131,-1.212988261,171.3852106,-53.94011668,-25.85227805,2.188045979,4287.025676,6529.591396,3885.052743
161317.60+263218.4,243.3233531,26.53846991,44.23972945,45.28168834,-24.56549715,2.301468611,4010.11775,-1,-1
142831.01+044827.0,217.1292391,4.807525661,353.2661384,57.85370412,-27.01193987,2.350708961,-1,-1,3880.440803
235617.89+000733.6,359.0745724,0.126009326,94.75454822,-59.69470211,-25.00760619,2.50001502,3858.406219,4543.163756,-1
211630.87+011446.8,319.1286426,1.246354756,52.6593483,-31.09481099,-25.37252752,2.147583723,7415.202586,9719.295486,6877.937833
083559.32+262830.4,128.9971816,26.47512985,197.8232035,33.65779765,-24.06756307,1.617779732,3763.989753,9548.420819,3165.04175
113125.90+391611.6,172.8579365,39.26991205,171.7558216,69.40205771,-25.55251214,2.921747923,6071.702737,6149.529169,-1
083754.82+281553.2,129.4784237,28.26478965,195.8807648,34.55158598,-24.66445605,2.62604022,4335.511921,3653.964824,-1
082322.04+470525.7,125.8418681,47.09047968,172.6812878,34.78963398,-24.90118264,2.447776079,3449.474388,-1,-1
122945.41+345434.3,187.439212,34.90954083,152.4052641,80.94172134,-24.78301852,2.158440113,5170.44895,8642.304009,5329.848148
105304.07+403816.2,163.266987,40.63783644,176.288728,62.15773478,-24.75730514,2.305673599,3233.719119,9730.202377,3061.093246
152446.96+295400.3,231.1956981,29.90009897,46.88402834,56.35400961,-25.27562973,2.778621912,5854.189718,3224.070175,-1
224823.81+042803.5,342.0992466,4.467642785,74.98528016,-46.63022545,-26.39212168,2.609615088,5802.455518,8031.315109,-1
155942.07+081338.0,239.9253135,8.227247939,18.97810952,41.70029055,-27.05914228,1.949463129,-1,-1,2816.658086
212727.44-004127.9,321.8643396,-0.691107161,52.5020899,-34.44435332,-25.25393418,2.189285994,6280.43846,9060.335608,3363.244841
230635.92+025911.1,346.6496779,2.986419659,78.8177586,-50.68200058,-24.3354366,2.389667273,3843.406262,4484.194745,-1
014047.09+050459.3,25.19621107,5.083141093,145.0910284,-55.651107,-27.70156583,4.093770981,8098.796858,-1,-1
105257.94+385607.0,163.2414397,38.93530341,179.7948467,62.67139483,-24.80659775,2.732586861,3208.037963,3654.520348,-1
162512.53+193336.5,246.3022397,19.5601576,36.11118874,40.70537887,-22.04501475,0.581281483,-1,-1,-1
151410.64+343034.4,228.544373,34.50956686,55.42367512,58.65076135,-26.13266398,2.791544437,3361.978307,3668.467945,-1
162321.58+193848.6,245.8399288,19.64683801,36.02812983,41.14497795,-25.84361168,2.172110081,5587.951487,7408.344306,6131.431433
